id,latitude,longitude
156,33.80892,-84.31793
157,33.8203,-84.3622
158,33.86616,-84.2625
159,33.87179,-84.34189
160,33.83261,-84.37078
161,33.8622,-84.4704
162,33.7183,-84.3262
163,33.8314,-84.3851
164,33.7865,-84.3492
165,33.75,-84.314
166,33.89254,-84.37878
167,33.84151,-84.34152
168,33.7697,-84.3772
169,33.73596,-84.35289
170,33.72877,-84.3598
171,33.80179,-84.34792
172,33.81954,-84.43868
173,33.82242,-84.34778
174,33.989,-84.37281
175,33.7877,-84.4436
176,33.74447,-84.32309
177,33.84364,-84.30116
178,33.88454,-84.33285
179,33.82489,-84.33995
180,33.8505,-84.2864
181,33.8521,-84.3605
182,33.73176,-84.35274
183,33.85659,-84.25327
184,33.95566,-84.27937
185,33.74433,-84.37445
186,33.88336,-84.33572
187,33.8708,-84.44733
188,33.83214,-84.32521
189,33.69178,-84.49486
190,33.8622,-84.4704
191,33.79434,-84.35501
192,33.78792,-84.4175
193,33.8755,-84.3334
194,33.77728,-84.37559
195,33.78296,-84.32396
196,33.9339,-84.3869
197,33.75415,-84.36082
198,33.7865,-84.3492
199,33.6142,-84.4971
200,33.8912,-84.2508
201,33.82009,-84.37571
202,33.91285,-84.30152
203,33.79441,-84.3468
204,33.8779,-84.3707
205,33.87389,-84.32479
206,33.8979,-84.3066
207,33.9758,-84.3253
208,33.7433,-84.3785
209,33.81954,-84.43868
210,33.7433,-84.3785
211,33.7251,-84.4228
212,33.7126,-84.5323
213,33.7222,-84.4739
214,33.7877,-84.4436
215,33.7222,-84.4739
216,33.7697,-84.3772
217,33.7081,-84.30664
218,33.8314,-84.3851
219,33.81017,-84.34372
220,33.9306,-84.4622
221,33.8912,-84.2508
222,33.78115,-84.36068
223,33.78492,-84.31434
224,33.89563,-84.43522
225,33.7251,-84.4228
226,33.7865,-84.3492
227,33.85072,-84.3404
228,33.93866,-84.28713
229,33.77699,-84.31747
230,33.8559,-84.3953
231,33.7899,-84.3787
232,33.9281,-84.2785
233,33.8679,-84.46251
234,33.7126,-84.5323
235,33.8755,-84.3334
236,33.7558,-84.4272
237,33.8521,-84.3605
238,33.95102,-84.34059
239,33.75,-84.314
240,33.98917,-84.33739
241,33.83242,-84.36971
242,33.7698,-84.328
243,33.76342,-84.34562
244,33.8203,-84.3622
245,33.79671,-84.35619
246,33.77579,-84.38078
247,33.7251,-84.4228
248,33.78289,-84.36605
249,33.83837,-84.27245
250,33.7433,-84.3785
251,33.76663,-84.34894
252,33.7698,-84.328
253,33.8826,-84.34453
254,33.76687,-84.34177
255,33.87954,-84.22207
256,33.80994,-84.42103
257,33.75225,-84.3551
258,33.8622,-84.4704
259,33.7698,-84.328
260,33.77251,-84.38328
261,33.8622,-84.4704
262,33.7865,-84.3492
263,33.87218,-84.22782
264,33.7183,-84.3262
265,33.73596,-84.35289
266,33.85757,-84.37961
267,33.8314,-84.3851
268,33.8852,-84.27636
269,33.7906,-84.33088
270,33.8979,-84.3066
271,33.8779,-84.3707
272,33.8755,-84.3334
273,33.71493,-84.38486
274,33.76365,-84.32409
275,33.8979,-84.3066
276,33.78492,-84.31434
277,33.8252,-84.3197
278,33.77498,-84.33436
279,33.83656,-84.36933
280,33.8779,-84.3707
281,33.94918,-84.28585
282,33.78639,-84.38068
283,33.6689,-84.4583
284,33.76028,-84.38159
285,33.9758,-84.3253
286,33.81625,-84.31652
287,33.8521,-84.3605
288,33.76315,-84.34169
289,33.73835,-84.39811
290,33.8505,-84.2864
291,33.70953,-84.53295
292,33.7877,-84.4436
293,33.7697,-84.3772
294,33.8171,-84.2819
295,33.89361,-84.25594
296,33.80872,-84.41362
297,33.72388,-84.43682
298,33.8755,-84.3334
299,33.7126,-84.5323
300,33.77218,-84.36889
301,33.88254,-84.33306
302,33.69487,-84.57096
303,33.8203,-84.3622
304,33.7222,-84.4739
305,33.7251,-84.4228
306,33.74324,-84.32553
307,33.77191,-84.35775
308,33.72728,-84.35472
309,33.8521,-84.3605
310,33.75463,-84.36321
311,33.74883,-84.36844
312,33.90077,-84.31419
313,33.77775,-84.49261
314,33.7506,-84.3877
315,33.949,-83.4232
316,33.73111,-84.37457
317,33.7454,-84.35363
318,33.7183,-84.3262
319,33.67622,-84.44356
320,33.75713,-84.3159
321,33.65906,-84.46509
322,33.82039,-84.41931
323,33.7877,-84.4436
324,33.86225,-84.28447
325,33.76597,-84.34459
326,33.81013,-84.41458
327,33.9339,-84.3869
328,33.8252,-84.3197
329,33.7183,-84.3262
330,33.9386,-84.3168
331,33.7183,-84.3262
332,33.7183,-84.3262
333,33.8979,-84.3066
334,33.8412,-84.3856
335,33.90049,-84.41778
336,33.7697,-84.3772
337,33.8659,-84.4252
338,33.78016,-84.38364
339,33.7183,-84.3262
340,33.76477,-84.3403
341,33.78507,-84.38018
342,33.73614,-84.34594
343,33.71436,-84.44881
344,33.76191,-84.32284
345,33.83161,-84.38554
346,33.85321,-84.47137
347,33.7698,-84.328
348,33.92508,-84.272
349,33.78506,-84.40599
350,33.73323,-84.35194
351,33.7083,-84.3841
352,33.8755,-84.3334
353,33.8912,-84.2508
354,33.80296,-84.32282
355,33.9758,-84.3253
356,33.7698,-84.328
357,33.8979,-84.3066
358,33.7083,-84.3841
359,33.83063,-84.31516
360,33.73965,-84.35625
361,33.9339,-84.3869
362,33.74131,-84.36857
363,33.9386,-84.3168
364,33.8755,-84.3334
365,33.74647,-84.40221
366,33.57634,-84.48158
367,33.7183,-84.3262
368,33.61561,-84.24968
369,33.82664,-84.38152
370,33.78283,-84.36801
371,33.8979,-84.3066
372,33.78961,-84.40153
373,33.8203,-84.3622
374,33.8203,-84.3622
375,33.788,-84.3857
376,33.8559,-84.3953
377,33.81347,-84.41332
378,33.77297,-84.37971
379,33.7183,-84.3262
380,33.7183,-84.3262
381,33.77655,-84.38458
382,33.92081,-84.31263
383,33.83227,-84.33907
384,33.7865,-84.3492
385,33.8314,-84.3851
386,33.78311,-84.38038
387,33.788,-84.3857
388,33.9386,-84.3168
389,33.7355,-84.267
390,33.6142,-84.4971
391,33.7222,-84.4739
392,33.8353,-84.3927
393,33.7697,-84.3772
394,33.8314,-84.3851
395,33.788,-84.3857
396,33.8203,-84.3622
397,33.7957,-84.3234
398,33.7698,-84.328
399,33.9386,-84.3168
400,33.80729,-84.36093
401,33.8979,-84.3066
402,33.83132,-84.30713
403,33.76499,-84.34456
404,33.7506,-84.3877
405,33.8227,-84.3205
406,33.78084,-84.35672
407,33.8622,-84.4704
408,33.6142,-84.4971
409,33.7506,-84.3877
410,33.73614,-84.34594
411,33.8203,-84.3622
412,33.8779,-84.3707
413,33.7877,-84.4436
414,33.78311,-84.38038
415,33.75,-84.314
416,33.7183,-84.3262
417,33.83794,-84.2999
418,33.78831,-84.36614
419,33.79197,-84.30821
420,33.82667,-84.35708
421,33.72318,-84.31576
422,33.7877,-84.4436
423,33.8314,-84.3851
424,33.7506,-84.3877
425,33.7506,-84.3877
426,33.73168,-84.33778
427,33.6142,-84.4971
428,33.7126,-84.5323
429,33.7433,-84.3785
430,33.788,-84.3857
431,33.9758,-84.3253
432,33.9386,-84.3168
433,33.9278,-84.3442
434,33.7558,-84.4272
435,33.6142,-84.4971
436,33.94292,-84.34338
437,33.84059,-84.40994
438,33.8505,-84.2864
439,33.6142,-84.4971
440,33.7126,-84.5323
441,33.6443,-84.4674
442,33.9386,-84.3168
443,33.6142,-84.4971
444,33.9278,-84.3442
445,33.6142,-84.4971
446,33.7877,-84.4436
447,33.9386,-84.3168
448,33.7698,-84.328
449,33.7222,-84.4739
450,33.7505,-84.36301
451,33.75979,-84.34014
452,33.7222,-84.4739
453,33.8622,-84.4704
454,33.78056,-84.38753
455,33.87464,-84.38098
456,33.82488,-84.4498
457,33.76271,-84.31249
458,33.7642,-84.3953
459,33.96395,-84.31672
460,33.6689,-84.4583
461,33.85407,-84.34959
462,33.79004,-84.37592
463,33.76764,-84.43481
464,33.7251,-84.4228
465,33.84196,-84.30141
466,33.98749,-84.29572
467,33.7433,-84.3785
468,33.8314,-84.3851
469,33.6689,-84.4583
470,33.7183,-84.3262
471,33.69866,-84.56684
472,33.6689,-84.4583
473,33.7183,-84.3262
474,33.7183,-84.3262
475,33.8622,-84.4704
476,33.8821,-84.35436
477,33.94497,-84.36607
478,33.8659,-84.4252
479,33.71442,-84.39284
480,33.69355,-84.47079
481,33.81484,-84.39184
482,33.78726,-84.35543
483,33.78882,-84.38206
484,33.82485,-84.33994
485,33.7126,-84.5323
486,33.9176,-84.3597
487,33.71197,-84.32948
488,33.788,-84.3857
489,33.8711,-84.35324
490,33.85313,-84.27962
491,33.75129,-84.322
492,33.73402,-84.55225
493,33.8979,-84.3066
494,33.9386,-84.3168
495,33.63849,-84.50798
496,33.7865,-84.3492
497,33.788,-84.3857
498,33.73022,-84.48138
499,33.70805,-84.52583
500,33.87455,-84.35596
501,33.8203,-84.3622
502,33.81229,-84.4234
503,33.77457,-84.33465
504,33.9278,-84.3442
505,33.73402,-84.55225
506,33.7251,-84.4228
507,33.7865,-84.3492
508,33.7433,-84.3785
509,33.77821,-84.37446
510,33.6142,-84.4971
511,33.8252,-84.3197
512,33.8659,-84.4252
513,33.76948,-84.33596
514,33.8755,-84.3334
515,33.7433,-84.3785
516,33.7698,-84.328
517,33.7251,-84.4228
518,33.7433,-84.3785
519,33.8203,-84.3622
520,33.8659,-84.4252
521,33.95785,-84.27116
522,33.7183,-84.3262
523,33.9339,-84.3869
524,33.7698,-84.328
525,33.8314,-84.3851
526,33.80729,-84.36093
527,33.9339,-84.3869
528,33.8979,-84.3066
529,33.85475,-84.35778
530,33.8755,-84.3334
531,33.7126,-84.5323
532,33.8252,-84.3197
533,33.7183,-84.3262
534,33.8622,-84.4704
535,33.56922,-84.48682
536,33.7183,-84.3262
537,33.8502,-84.48033
538,33.8755,-84.3334
539,33.7183,-84.3262
540,33.8314,-84.3851
541,33.76255,-84.38787
542,33.8175,-84.33508
543,33.73199,-84.34494
544,33.8203,-84.3622
545,33.7642,-84.3953
546,33.7698,-84.328
547,33.85735,-84.31074
548,33.7698,-84.328
549,33.788,-84.3857
550,33.8659,-84.4252
551,33.8979,-84.3066
552,33.8622,-84.4704
553,33.83741,-84.38421
554,33.77891,-84.35415
555,33.7594,-84.3756
556,33.7433,-84.3785
557,33.8659,-84.4252
558,33.9758,-84.3253
559,33.7496,-84.5515
560,33.9386,-84.3168
561,33.9339,-84.3869
562,33.7251,-84.4228
563,33.8505,-84.2864
564,33.92623,-84.33683
565,33.7698,-84.328
566,33.7697,-84.3772
567,33.6689,-84.4583
568,33.6142,-84.4971
569,33.8505,-84.2864
570,33.77251,-84.38905
571,33.8314,-84.3851
572,33.7865,-84.3492
573,33.71126,-84.47347
574,33.77189,-84.35251
575,33.80173,-84.33909
576,33.6443,-84.4674
577,33.57812,-84.49719
578,33.67289,-84.50972
579,33.93132,-84.40411
580,33.8314,-84.3851
581,33.87443,-84.47083
582,33.73129,-84.54333
583,33.7877,-84.4436
584,33.70394,-84.51565
585,33.86751,-84.28457
586,33.78882,-84.38206
587,33.72845,-84.52303
588,33.75,-84.314
589,33.74445,-84.3752
590,33.79227,-84.32935
591,33.7613,-84.3753
592,33.7698,-84.328
593,33.7222,-84.4739
594,33.9386,-84.3168
595,33.7697,-84.3772
596,33.7126,-84.5323
597,33.9339,-84.3869
598,33.8912,-84.2508
599,33.66817,-84.58054
600,33.7126,-84.5323
601,33.72546,-84.46362
602,33.74832,-84.46624
603,33.75545,-84.3876
604,33.73401,-84.33238
605,33.6443,-84.4674
606,33.7183,-84.3262
607,33.72226,-84.31157
608,33.7183,-84.3262
609,33.93469,-84.3422
610,33.75,-84.314
611,33.60279,-84.49581
612,33.7183,-84.3262
613,33.7126,-84.5323
614,33.77117,-84.38035
615,33.8755,-84.3334
616,33.8252,-84.3197
617,33.7912,-84.3249
618,33.8252,-84.3197
619,33.75551,-84.3463
620,33.76285,-84.32828
621,33.68346,-84.49634
622,33.83941,-84.28978
623,33.6142,-84.4971
624,33.7183,-84.3262
625,33.88493,-84.26015
626,33.8203,-84.3622
627,33.7083,-84.3841
628,33.73093,-84.35617
629,33.7496,-84.5515
630,33.83855,-84.32282
631,33.7433,-84.3785
632,33.7126,-84.5323
633,33.6142,-84.4971
634,33.7183,-84.3262
635,33.94334,-84.36352
636,33.7126,-84.5323
637,33.76485,-84.33571
638,33.73545,-84.42174
639,33.7126,-84.5323
640,33.788,-84.3857
641,33.7222,-84.4739
642,33.8314,-84.3851
643,33.7126,-84.5323
644,33.7222,-84.4739
645,33.6583,-84.3846
646,33.8521,-84.3605
647,33.89988,-84.31559
648,33.7698,-84.328
649,33.93497,-84.26763
650,33.8659,-84.4252
651,33.7251,-84.4228
652,33.61161,-84.42938
653,33.8203,-84.3622
654,33.72083,-84.34827
655,33.7126,-84.5323
656,33.89079,-84.45151
657,33.7558,-84.4272
658,33.788,-84.3857
659,33.7558,-84.4272
660,33.6142,-84.4971
661,33.7126,-84.5323
662,33.7433,-84.3785
663,33.7126,-84.5323
664,33.75448,-84.39055
665,33.8252,-84.3197
666,33.9339,-84.3869
667,33.7877,-84.4436
668,33.792,-84.4473
669,33.9339,-84.3869
670,33.7865,-84.3492
671,33.7877,-84.4436
672,33.7697,-84.3772
673,33.7957,-84.3234
674,33.7698,-84.328
675,33.6443,-84.4674
676,33.7183,-84.3262
677,33.87344,-84.37879
678,33.8622,-84.4704
679,33.87981,-84.23495
680,33.7183,-84.3262
681,33.7877,-84.4436
682,33.7865,-84.3492
683,33.8314,-84.3851
684,33.8912,-84.2508
685,33.7865,-84.3492
686,33.81291,-84.389
687,33.60066,-84.49632
688,33.7698,-84.328
689,33.72584,-84.44424
690,33.6142,-84.4971
691,33.8979,-84.3066
692,33.7126,-84.5323
693,33.6142,-84.4971
694,33.76381,-84.33515
695,33.6142,-84.4971
696,33.69294,-84.53716
697,33.7433,-84.3785
698,33.7222,-84.4739
699,33.7183,-84.3262
700,33.8203,-84.3622
701,33.8203,-84.3622
702,33.7555,-84.3876
703,33.6142,-84.4971
704,33.7877,-84.4436
705,33.7251,-84.4228
706,33.69577,-84.40772
707,33.9386,-84.3168
708,33.7183,-84.3262
709,33.7433,-84.3785
710,33.80993,-84.3261
711,33.788,-84.3857
712,33.7126,-84.5323
713,33.7126,-84.5323
714,33.8505,-84.2864
715,33.74095,-84.43329
716,33.788,-84.3857
717,33.8521,-84.3605
718,33.75709,-84.41467
719,33.7865,-84.3492
720,33.7433,-84.3785
721,33.9758,-84.3253
722,33.7877,-84.4436
723,33.7865,-84.3492
724,33.77589,-84.50755
725,33.7877,-84.4436
726,33.8912,-84.2508
727,33.91089,-84.46446
728,33.6142,-84.4971
729,33.7126,-84.5323
730,33.70013,-84.56516
731,33.8314,-84.3851
732,33.8755,-84.3334
733,33.7558,-84.4272
734,33.75,-84.314
735,33.8505,-84.2864
736,33.6142,-84.4971
737,34.0768,-84.24383
738,33.76793,-84.39597
739,33.7126,-84.5323
740,33.8314,-84.3851
741,33.8979,-84.3066
742,33.6142,-84.4971
743,33.7697,-84.3772
744,33.9758,-84.3253
745,33.7865,-84.3492
746,33.66971,-84.46284
747,33.75757,-84.38231
748,33.8979,-84.3066
749,33.79441,-84.3468
750,33.87928,-84.47149
751,33.75,-84.314
752,33.7126,-84.5323
753,33.95025,-84.39455
754,33.7912,-84.3249
755,33.8779,-84.3707
756,33.8203,-84.3622
757,33.8622,-84.4704
758,33.7222,-84.4739
759,33.80113,-84.36947
760,33.7222,-84.4739
761,33.72687,-84.5254
762,33.6689,-84.4583
763,33.7126,-84.5323
764,33.8203,-84.3622
765,33.8203,-84.3622
766,33.85996,-84.35748
767,33.8252,-84.3197
768,33.88484,-84.25776
769,33.77014,-84.36792
770,33.76053,-84.34425
771,33.8912,-84.2508
772,33.60279,-84.49581
773,33.8755,-84.3334
774,33.7877,-84.4436
775,33.7433,-84.3785
776,33.7877,-84.4436
777,33.6689,-84.4583
778,33.6142,-84.4971
779,33.7433,-84.3785
780,33.9281,-84.2785
781,33.76438,-84.32307
782,33.8912,-84.2508
783,33.73574,-84.36481
784,33.76613,-84.35035
785,33.8755,-84.3334
786,33.7236,-84.53646
787,33.84973,-84.35834
788,33.75,-84.314
789,33.79671,-84.35619
790,33.7481,-84.3849
791,33.8979,-84.3066
792,33.72603,-84.37654
793,33.7865,-84.3492
794,33.86538,-84.4727
795,33.9758,-84.3253
796,33.73542,-84.37722
797,33.6142,-84.4971
798,33.7222,-84.4739
799,33.676,-84.462
800,33.7877,-84.4436
801,33.91747,-84.38311
802,33.80988,-84.39114
803,33.8228,-84.3232
804,33.9902,-84.33595
805,33.6689,-84.4583
806,33.7506,-84.3877
807,33.7697,-84.3772
808,33.6142,-84.4971
809,33.76663,-84.34894
810,33.8779,-84.3707
811,33.59905,-84.4782
812,33.9386,-84.3168
813,33.7126,-84.5323
814,33.7126,-84.5323
815,33.7433,-84.3785
816,33.82751,-84.35836
817,33.7433,-84.3785
818,33.7877,-84.4436
819,33.788,-84.3857
820,33.8461,-84.37564
821,33.94604,-84.28015
822,33.8203,-84.3622
823,33.85262,-84.28404
824,33.9758,-84.3253
825,33.6689,-84.4583
826,33.8559,-84.3953
827,33.73212,-84.4162
828,33.7222,-84.4739
829,33.788,-84.3857
830,33.7222,-84.4739
831,33.788,-84.3857
832,33.7877,-84.4436
833,33.7698,-84.328
834,33.7433,-84.3785
835,33.7865,-84.3492
836,33.7083,-84.3841
837,33.7697,-84.3772
838,33.7153,-84.41638
839,33.8203,-84.3622
840,33.9386,-84.3168
841,33.8252,-84.3197
842,33.73875,-84.44213
843,33.8912,-84.2508
844,33.7558,-84.4272
845,33.7558,-84.4272
846,33.7183,-84.3262
847,33.7865,-84.3492
848,33.7083,-84.3841
849,33.8252,-84.3197
850,33.8659,-84.4252
851,33.8659,-84.4252
852,33.96595,-84.32822
853,33.7126,-84.5323
854,33.94112,-84.38377
855,33.7126,-84.5323
856,33.67551,-84.45678
857,33.90335,-84.23839
858,33.6142,-84.4971
859,33.7698,-84.328
860,33.8412,-84.3856
861,33.77093,-84.34889
862,33.74649,-84.46211
863,33.75783,-84.43953
864,33.7555,-84.3876
865,33.7098,-84.33421
866,33.7697,-84.3772
867,33.85662,-84.28252
868,33.788,-84.3857
869,33.7877,-84.4436
870,33.7083,-84.3841
871,33.7433,-84.3785
872,33.7183,-84.3262
873,33.9339,-84.3869
874,33.7251,-84.4228
875,33.7126,-84.5323
876,33.7251,-84.4228
877,33.81898,-84.35435
878,33.7538,-84.3922
879,33.7865,-84.3492
880,33.8314,-84.3851
881,33.6142,-84.4971
882,33.6142,-84.4971
883,33.6583,-84.3846
884,33.72896,-84.45984
885,33.7251,-84.4228
886,33.8305,-84.36987
887,33.7126,-84.5323
888,33.77957,-84.31817
889,33.9278,-84.3442
890,33.7697,-84.3772
891,33.7222,-84.4739
892,33.6142,-84.4971
893,33.7083,-84.3841
894,33.7558,-84.4272
895,33.8622,-84.4704
896,33.7877,-84.4436
897,33.7433,-84.3785
898,33.79058,-84.40237
899,33.93522,-84.33789
900,33.7865,-84.3492
901,33.788,-84.3857
902,33.8314,-84.3851
903,33.8622,-84.4704
904,33.7126,-84.5323
905,33.77351,-84.4054
906,33.6583,-84.3846
907,33.9386,-84.3168
908,33.7126,-84.5323
909,33.8203,-84.3622
910,33.77789,-84.38357
911,33.75,-84.314
912,33.7057,-84.5472
913,33.9339,-84.3869
914,33.788,-84.3857
915,33.8505,-84.2864
916,33.822,-84.37345
917,33.7222,-84.4739
918,33.8755,-84.3334
919,33.8755,-84.3334
920,33.76675,-84.52782
921,33.70356,-84.45616
922,33.8622,-84.4704
923,33.8203,-84.3622
924,33.7083,-84.3841
925,33.7126,-84.5323
926,33.8203,-84.3622
927,33.99916,-84.34313
928,33.99554,-84.34988
929,33.7642,-84.3953
930,33.8912,-84.2508
931,33.66529,-84.44679
932,33.79394,-84.36495
933,33.86902,-84.46307
934,33.6142,-84.4971
935,33.7183,-84.3262
936,33.6689,-84.4583
937,33.7697,-84.3772
938,33.7865,-84.3492
939,33.65483,-84.62745
940,33.87804,-84.46432
941,33.8505,-84.2864
942,33.72317,-84.3798
943,33.6737,-84.48845
944,33.6142,-84.4971
945,33.8622,-84.4704
946,33.9386,-84.3168
947,33.8779,-84.3707
948,33.8912,-84.2508
949,33.7251,-84.4228
950,33.8755,-84.3334
951,33.8203,-84.3622
952,33.8912,-84.2508
953,33.7126,-84.5323
954,33.788,-84.3857
955,33.6142,-84.4971
956,33.7865,-84.3492
957,33.6142,-84.4971
958,33.9339,-84.3869
959,33.8314,-84.3851
960,33.7506,-84.3877
961,33.9758,-84.3253
962,33.7183,-84.3262
963,33.7183,-84.3262
964,33.7433,-84.3785
965,33.8779,-84.3707
966,33.75,-84.314
967,33.8203,-84.3622
968,33.7865,-84.3492
969,33.7553,-84.507
970,33.8505,-84.2864
971,33.9339,-84.3869
972,33.9758,-84.3253
973,33.7222,-84.4739
974,33.9386,-84.3168
975,33.9758,-84.3253
976,33.7193,-84.34654
977,33.8252,-84.3197
978,33.788,-84.3857
979,33.6142,-84.4971
980,33.7865,-84.3492
981,33.60598,-84.09162
982,33.7126,-84.5323
983,33.9386,-84.3168
984,33.81596,-84.31607
985,33.6142,-84.4971
986,33.7433,-84.3785
987,33.7251,-84.4228
988,33.7558,-84.4272
989,33.7126,-84.5323
990,33.8505,-84.2864
991,33.82086,-84.43643
992,33.8314,-84.3851
993,33.8912,-84.2508
994,33.7877,-84.4436
995,33.7698,-84.328
996,33.7877,-84.4436
997,33.7251,-84.4228
998,33.9386,-84.3168
999,33.7865,-84.3492
1000,33.83261,-84.38281
1001,33.8412,-84.3856
1002,33.7877,-84.4436
1003,33.788,-84.3857
1004,33.8622,-84.4704
1005,33.788,-84.3857
1006,33.9386,-84.3168
1007,33.64525,-84.56088
1008,33.9281,-84.2785
1009,33.9758,-84.3253
1010,33.7563,-84.3895
1011,33.7126,-84.5323
1012,33.7558,-84.4272
1013,33.9281,-84.2785
1014,33.65483,-84.62745
1015,33.73568,-84.485
1016,33.8979,-84.3066
1017,33.65474,-84.58092
1018,33.9758,-84.3253
1019,33.57223,-84.47286
1020,33.78292,-84.34056
1021,33.7698,-84.328
1022,33.8314,-84.3851
1023,33.6689,-84.4583
1024,33.7698,-84.328
1025,33.7126,-84.5323
1026,33.9758,-84.3253
1027,33.7251,-84.4228
1028,33.83656,-84.36933
1029,33.9758,-84.3253
1030,33.7697,-84.3772
1031,33.7083,-84.3841
1032,33.6142,-84.4971
1033,33.7538,-84.3922
1034,33.8505,-84.2864
1035,33.7251,-84.4228
1036,33.73402,-84.55225
1037,33.8912,-84.2508
1038,33.7433,-84.3785
1039,33.78646,-84.3237
1040,33.8779,-84.3707
1041,33.7222,-84.4739
1042,33.7183,-84.3262
1043,33.75,-84.314
1044,33.7083,-84.3841
1045,33.7126,-84.5323
1046,33.68192,-84.39609
1047,33.7126,-84.5323
1048,33.6142,-84.4971
1049,33.70242,-84.41635
1050,33.8622,-84.4704
1051,33.7865,-84.3492
1052,33.8755,-84.3334
1053,33.9758,-84.3253
1054,33.74123,-84.35554
1055,33.8622,-84.4704
1056,33.8505,-84.2864
1057,33.8779,-84.3707
1058,33.75,-84.314
1059,33.76656,-84.3458
1060,33.75,-84.314
1061,33.8203,-84.3622
1062,33.7698,-84.328
1063,33.749,-84.3273
1064,33.7865,-84.3492
1065,33.9386,-84.3168
1066,33.788,-84.3857
1067,33.9339,-84.3869
1068,33.7496,-84.5515
1069,33.7506,-84.3877
1070,33.9339,-84.3869
1071,33.7697,-84.3772
1072,33.7433,-84.3785
1073,33.7126,-84.5323
1074,33.6142,-84.4971
1075,33.7698,-84.328
1076,33.8875,-84.2876
