caseid,weight,votereg,Q2,Q3a,Q3b,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10,Q12,Q18_1,Q18_2,Q18_3,Q18_6,Q21,Q22,tsmart_voter_score,tsmart_pid,tsmart_G2016_vote_type,tsmart_P2016_vote_type,tsmart_P2014_vote_type,tsmart_G2014_vote_type,tsmart_G2012_vote_type,tsmart_P2012_vote_type,tsmart_PP2012_vote_type,tsmart_match_status,tsmart_G2018,tsmart_G2018_vote_type,tsmart_P2018,tsmart_P2018_party,tsmart_P2018_vote_type,birthyr,gender,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputstate,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1038751829,3.22184943662575,1,9,9,2,2,1,1,1,2,3,4,1,2,2,3,2,1,1,1,1,2,3,5,13,1,8,1,10,3,9,998,998,6,998,7,998,998,2,998,5,4,998,998,2,5,3,1,4,1,3,2,4,1,8,1,3,4,3,98,98,98,98,98,98,98,1, , , , , ,1961,2,2,2,1,2,1,1,1,1,45,4,2,12,5,1,1,2,11/23/2019 15:25:58,11/23/2019 15:35:32
1038690777,0.162593821691281,1,9,9,1,6,4,5,4,6,2,6,6,5,4,2,6,4,6,4,4,6,4,4,19,5,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,997,997,997,997,997,5,4,3,3,3,3,2,3,3,3,5,98,98,98,98,98,98,1,1,5, , , ,1981,2,7,6,6,1,97,3,4,6,45,3,7,11,6,2,4,7,11/23/2019 15:28:08,11/23/2019 15:37:51
1038113019,0.299505860515226,1,9,9,1,6,4,4,3,6,1,5,6,2,4,3,6,4,6,4,4,3,2,4,6,2,998,998,998,998,998,1,998,998,2,998,998,998,998,998,998,998,998,3,998,1,998,998,998,5,4,3,3,2,2,1,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1990,1,1,5,5,1,5,4,4,3,45,3,1,10,5,2,4,7,11/23/2019 15:34:43,11/23/2019 15:44:24
1038698275,0.0935612635088073,1,9,9,2,4,1,4,2,6,5,4,6,6,4,5,6,2,6,1,5,6,5,4,15,3,998,2,998,3,998,998,998,998,998,998,998,998,4,998,1,5,998,998,1,4,5,2,3,2,1,2,1,3,8,4,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1962,2,1,3,5,1,6,3,4,1,45,3,1,11,1,2,1,1,11/23/2019 15:37:02,11/23/2019 15:46:40
1038715695,6.356298889288,1,9,9,1,2,1,4,1,3,3,2,2,4,2,2,2,1,3,2,2,3,3,4,13,2,7,2,998,3,998,998,9,998,998,4,6,8,1,998,10,5,998,998,2,5,3,1,4,1,1,2,3,8,1,3,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1955,1,2,3,1,2,5,1,1,7,45,1,2,1,1,1,1,1,11/23/2019 15:37:58,11/23/2019 15:50:12
1038418717,0.924067429917435,1,9,9,1,5,2,4,2,2,1,2,2,4,1,5,5,2,3,5,1,3,2,4,6,3,998,4,998,5,998,1,998,998,998,3,998,998,998,998,998,2,998,998,4,1,3,5,2,1,2,3,3,3,1,1,1,3,3,5,98,98,98,5,98,98,1,1,5, , , ,1958,2,1,3,6,1,7,3,3,1,45,1,2,9,6,2,4,7,11/23/2019 15:32:42,11/23/2019 16:03:47
1038718017,0.116697520848082,1,9,9,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,19,2,8,1,998,998,998,998,4,998,7,998,3,10,998,6,9,998,5,2,1,2,4,5,3,5,4,8,3,1,2,3,2,1,3,5,98,98,5,5,98,98,1,1,5,1,2,5,1959,1,1,4,1,5,9,2,6,2,45,4,1,2,6,2,2,5,11/23/2019 15:55:06,11/23/2019 16:07:55
1034626769,0.26098474195616,1,9,9,1,3,3,2,3,5,2,4,3,2,3,1,2,4,5,2,4,4,3,4,11,5,998,4,3,998,998,2,998,998,6,998,1,998,998,998,5,998,998,998,2,1,3,5,4,3,1,1,3,2,1,3,1,2,3,5,98,5,5,5,98,98,1,1,5,1,1,5,1951,1,1,6,1,5,8,3,4,1,45,5,1,5,4,2,2,5,11/23/2019 16:02:31,11/23/2019 16:09:02
1038805059,3.01907790084331,1,9,9,1,6,4,5,2,5,2,5,5,3,2,2,6,1,6,5,1,5,1,4,13,3,998,998,998,998,998,4,998,998,998,998,998,998,2,998,998,3,998,1,5,3,4,1,2,1,2,1,2,3,1,1,1,2,3,5,98,98,5,9,98,98,1,1,5,1,1,5,1985,1,1,5,1,1,13,1,1,1,45,1,1,9,6,2,4,7,11/23/2019 16:41:39,11/23/2019 16:46:50
1038803767,0.54377374743034,1,9,9,1,6,1,2,1,6,1,2,6,3,2,4,2,2,6,5,2,3,2,4,2,4,998,1,998,3,998,4,2,998,998,998,998,998,998,998,998,998,998,998,1,3,4,2,5,4,1,3,3,3,1,3,2,1,3,5,98,5,5,5,98,98,1,1,5,1,1,5,1957,2,2,3,1,1,7,1,2,1,45,3,1,12,5,1,3,1,11/23/2019 16:39:31,11/23/2019 16:47:26
1038550421,0.121804087912484,1,9,9,1,5,1,2,2,6,4,3,6,4,2,4,6,4,6,4,4,6,4,4,2,4,998,1,2,998,998,998,3,998,998,998,998,998,998,998,998,998,998,998,1,998,998,998,998,5,1,8,3,3,1,2,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1966,2,1,5,1,7,9,3,4,1,45,3,1,12,6,2,3,7,11/23/2019 16:36:14,11/23/2019 16:49:29
1038821343,0.805020863799581,1,9,9,1,6,1,4,2,6,4,2,6,3,1,1,1,3,6,1,2,5,1,4,12,4,998,2,998,7,998,998,9,998,998,3,6,1,998,998,4,8,10,5,1,998,2,998,3,1,1,3,3,3,1,2,1,1,3,5,5,98,5,5,5,98,1,1,5,1,1,5,1961,2,2,5,1,1,8,1,1,1,45,3,1,1,3,1,1,3,11/23/2019 16:41:09,11/23/2019 16:56:46
1038822339,1.51776211980138,1,9,9,1,4,4,4,4,4,4,3,4,1,4,4,4,1,4,3,2,2,2,4,9,3,998,998,998,998,998,998,998,998,1,998,998,998,2,998,998,4,5,3,998,998,998,1,2,2,2,3,3,3,3,2,3,8,8,98,98,98,98,98,98,98,8, , , , , ,1997,2,1,5,5,2,97,1,1,1,45,1,1,1,4,2,2,3,11/23/2019 16:39:12,11/23/2019 17:12:28
1037975443,0.6120161641247,1,9,9,1,3,3,3,3,2,3,2,5,2,4,3,3,1,5,2,2,3,2,4,13,2,998,998,998,9,5,10,7,998,4,998,8,998,1,998,3,2,998,6,4,3,5,1,2,1,2,1,3,3,2,1,1,1,3,5,98,5,5,5,5,98,1, , , , , ,1956,1,1,3,1,5,4,1,1,4,45,1,1,9,6,2,4,7,11/23/2019 17:07:39,11/23/2019 17:26:06
1037548251,1.00697703535063,1,9,9,2,4,4,4,4,5,4,4,4,4,4,4,4,2,4,3,2,3,3,4,16,4,998,998,998,998,998,998,998,998,998,998,3,998,2,998,998,1,998,998,2,998,998,3,1,2,2,3,2,1,1,2,3,5,8,98,98,98,98,98,98,98,1, , , , , ,1978,2,1,6,1,1,4,3,3,1,45,2,2,2,2,1,2,2,11/23/2019 17:28:11,11/23/2019 17:32:15
1038716883,0.753697703112827,1,9,9,1,3,2,4,3,6,3,4,4,4,2,3,4,3,4,1,2,4,4,4,15,4,998,3,998,10,8,998,9,6,998,2,998,998,4,998,1,5,998,7,1,5,2,4,3,2,1,2,3,1,1,1,3,1,3,5,98,98,5,5,98,98,1, , , , , ,1952,2,2,3,4,5,3,1,1,1,45,1,2,1,1,1,1,1,11/23/2019 17:37:00,11/23/2019 17:47:44
1038506469,0.513701552672303,1,9,9,1,5,4,4,3,5,4,2,4,3,3,4,5,1,5,4,2,2,2,4,13,4,998,998,998,998,998,998,4,998,998,998,998,998,1,998,998,5,3,2,5,4,3,1,2,1,2,3,3,3,2,2,3,2,3,98,98,98,98,5,98,98,1, , , , , ,1978,2,1,3,1,1,3,1,1,7,45,1,1,9,6,2,4,6,11/23/2019 17:06:56,11/23/2019 17:55:44
1038835897,1.2722268188505,1,9,9,1,6,4,5,5,5,2,2,4,3,3,4,6,3,6,2,3,3,5,4,6,5,998,998,998,998,998,1,2,998,998,998,998,998,998,998,3,998,998,998,5,1,2,3,4,2,3,3,3,4,1,1,1,1,3,5,5,5,5,5,11,98,1,1,5,1,2,5,1983,2,1,6,5,1,3,1,1,1,45,1,2,9,4,2,4,7,11/23/2019 18:07:46,11/23/2019 18:13:49
1038765523,1.02580415869215,1,9,9,1,2,1,3,1,5,4,2,2,3,1,2,5,1,2,5,2,5,2,4,2,3,998,1,998,2,8,998,5,10,998,6,998,998,3,9,998,7,998,4,1,5,3,2,4,2,1,2,3,1,1,5,2,1,3,5,5,98,5,5,98,98,1,1,5,1,1,5,1976,2,2,3,6,1,4,1,1,1,45,3,2,1,1,1,1,1,11/23/2019 18:08:22,11/23/2019 18:20:53
1038805869,1.15980613484274,1,9,9,2,5,2,2,3,5,2,2,5,4,3,3,5,3,6,2,2,4,2,4,2,4,998,2,6,9,998,5,3,998,998,10,8,998,998,998,7,4,998,1,1,2,4,5,3,2,1,3,3,3,8,5,3,8,8,98,98,98,98,98,98,98,8, , , , , ,1975,2,1,4,3,3,4,1,1,7,45,2,2,11,6,2,4,2,11/23/2019 18:13:34,11/23/2019 18:21:13
1038863061,0.513701552672303,1,9,9,1,4,4,2,2,4,2,2,4,4,2,3,5,1,4,2,1,2,1,4,18,3,998,998,998,998,998,4,998,998,998,998,998,998,3,998,998,2,998,1,2,4,5,3,1,2,2,3,3,3,2,2,1,2,3,5,98,98,98,98,98,98,1,1,5,1,1,5,1976,2,1,4,1,1,9,1,1,4,45,1,1,9,5,2,4,6,11/23/2019 18:18:23,11/23/2019 18:27:01
1038836663,0.354464842614794,1,9,9,1,6,1,5,5,6,6,6,4,6,4,4,6,4,6,4,4,4,6,4,2,4,998,998,998,998,998,998,998,1,998,998,998,998,998,998,998,998,998,998,1,2,5,3,4,5,1,3,3,3,1,5,3,2,3,5,98,5,5,5,98,5,1,1,5, , , ,1963,2,1,2,1,2,10,3,4,5,45,3,2,2,1,2,1,1,11/23/2019 18:35:08,11/23/2019 18:44:27
1036739625,0.924191088650662,1,9,9,1,2,1,5,1,5,1,1,2,5,1,2,2,1,5,1,1,3,2,4,15,2,998,2,998,7,998,4,6,998,998,8,998,998,5,998,1,3,998,998,1,3,5,4,2,3,1,3,3,3,3,5,2,2,3,5,98,98,98,5,98,98,1,1,5,1,2,5,1963,1,1,6,1,1,6,3,3,1,45,2,1,9,6,2,4,7,11/23/2019 18:48:40,11/23/2019 19:01:20
1038080303,0.139903903097131,1,9,9,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,5,998,1,998,7,998,5,6,998,998,8,4,9,3,998,998,2,10,998,1,5,4,3,2,1,1,8,3,3,3,4,2,1,3,2,2,1,1,5,1,1,1, , , , , ,1956,1,1,3,1,5,9,4,4,2,45,5,1,4,2,1,1,2,11/23/2019 19:12:49,11/23/2019 19:19:59
1038793333,1.11701866479782,1,9,9,1,2,2,3,2,2,2,1,2,4,1,1,2,2,2,2,1,3,3,4,16,3,998,6,998,5,998,998,4,998,998,3,2,7,998,998,998,1,998,998,3,4,2,5,1,2,2,1,3,1,1,2,1,1,3,11,11,11,11,11,11,98,1,1,5, , , ,1951,1,1,6,1,5,9,3,3,1,45,1,1,9,6,2,4,7,11/23/2019 19:14:11,11/23/2019 19:22:22
1038835591,1.13717161507759,1,9,9,1,4,1,5,1,4,2,4,4,4,1,4,6,1,4,2,4,4,4,4,4,4,998,3,998,1,998,5,998,998,998,2,998,998,6,998,4,998,998,998,3,4,1,2,5,2,1,3,3,3,1,5,3,8,8,98,98,98,98,98,98,98,8, , , , , ,1972,2,2,3,5,1,5,1,2,7,45,3,3,3,6,1,1,1,11/23/2019 19:20:11,11/23/2019 19:31:27
1038819965,0.3649320550525,1,9,9,1,6,2,1,4,6,2,3,6,4,4,2,6,4,6,2,4,4,5,4,3,4,998,1,2,8,10,5,3,9,998,998,6,998,998,998,7,998,998,4,1,2,3,5,4,5,1,8,3,3,1,4,2,1,3,5,98,98,5,5,98,98,1,1,5,1,1,5,1953,2,1,4,4,2,97,3,4,1,45,3,2,1,5,2,2,3,11/23/2019 19:27:38,11/23/2019 19:37:30
1038446499,0.211237296902575,1,9,9,1,6,4,4,4,6,2,4,5,1,4,2,6,4,6,4,4,5,3,2,9,2,998,4,998,998,998,2,998,7,1,8,3,6,998,10,998,998,5,9,2,1,3,5,4,4,1,3,3,3,2,4,2,1,3,98,5,98,5,98,98,5,1,1,5, , , ,1971,2,1,4,1,2,8,3,5,7,45,3,2,1,4,2,1,1,11/23/2019 19:31:11,11/23/2019 19:39:34
1038877401,0.513701552672303,1,9,9,1,5,2,5,5,5,5,5,5,5,1,5,5,2,5,1,2,5,5,4,10,3,998,5,998,998,998,6,998,8,10,1,7,998,2,998,3,4,9,998,4,5,1,3,2,2,1,3,8,3,8,5,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1977,2,1,3,5,1,3,1,1,7,45,1,1,2,2,2,1,3,11/23/2019 19:35:14,11/23/2019 19:41:09
1037889019,0.924191088650662,1,9,9,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,4,15,4,998,2,998,998,998,6,8,9,10,998,7,998,4,998,1,3,998,5,1,4,5,3,2,1,1,3,3,3,1,2,1,2,3,5,98,98,5,5,98,98,1,1,5, , , ,1970,1,1,6,1,1,14,3,3,1,45,3,1,2,2,2,1,1,11/23/2019 19:31:51,11/23/2019 19:41:41
1037519745,0.257547435742181,1,9,9,1,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,9,2,998,998,998,998,998,998,998,998,1,998,998,998,998,998,998,998,998,998,997,997,997,997,997,5,4,3,3,3,2,4,2,3,3,98,98,98,98,98,98,98,1,1,5, , , ,1960,1,1,2,1,6,6,3,4,2,45,3,1,12,1,1,1,2,11/23/2019 20:20:13,11/23/2019 20:33:40
1038892253,0.575669282819562,1,9,9,1,6,1,1,4,6,2,4,5,5,4,5,6,2,5,5,1,6,4,4,3,4,998,1,2,10,998,5,998,8,998,7,9,998,3,998,6,4,998,998,1,4,5,3,2,1,3,3,3,3,1,1,1,2,3,5,5,98,5,98,98,98,1,1,5,1,1,5,1977,1,1,5,1,1,11,3,4,1,45,2,1,2,5,2,4,6,11/23/2019 20:41:46,11/23/2019 20:48:34
1038765385,0.0935612635088073,1,9,9,1,5,2,4,4,6,4,4,5,2,4,6,6,4,6,4,4,6,5,1,2,5,8,1,998,998,7,998,10,4,2,998,3,998,998,9,998,998,6,5,1,2,4,5,3,5,1,3,3,3,3,2,1,3,3,5,98,98,98,98,98,98,1,1,5,1,2,5,1967,2,1,3,1,1,8,2,7,2,45,4,1,1,4,1,1,1,11/23/2019 21:17:54,11/23/2019 21:26:30
1038146125,0.721334533406263,1,9,9,1,2,1,3,2,5,1,2,5,4,2,2,2,2,5,5,2,3,2,4,2,4,8,1,998,9,998,2,5,998,998,4,7,3,10,998,998,6,998,998,1,2,3,5,4,2,1,3,3,3,1,2,1,2,3,5,5,98,5,5,98,98,1,1,5,1,1,5,1981,1,2,3,5,1,5,1,1,1,45,2,1,11,6,2,1,3,11/23/2019 14:02:32,11/23/2019 22:20:19
1036844933,1.19996472243105,1,9,9,1,6,1,2,1,5,5,5,5,6,1,6,5,1,1,1,1,1,5,4,4,2,10,2,998,1,998,998,9,998,998,3,8,998,6,998,7,5,4,998,1,5,2,4,3,4,1,3,3,3,2,3,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1972,2,2,5,3,1,3,1,1,1,45,2,2,1,2,1,1,1,11/23/2019 22:14:47,11/23/2019 22:30:10
1038491821,1.22770142499151,1,9,9,1,3,4,4,3,3,2,2,2,3,2,3,3,4,3,1,1,4,3,4,15,4,9,998,998,7,10,6,5,998,998,3,998,998,4,998,1,2,998,8,4,3,5,2,1,2,2,3,3,1,1,2,2,1,3,5,98,5,5,5,98,98,1,1,5,1,1,5,1962,2,2,4,2,1,4,1,1,1,45,5,2,1,2,1,1,1,11/23/2019 22:33:52,11/23/2019 22:40:57
1038764071,0.96386488875381,1,9,9,1,2,1,5,2,2,2,2,2,5,2,2,5,2,6,2,2,5,2,4,2,4,998,1,998,8,998,4,9,998,998,7,2,998,5,998,3,6,998,10,1,2,3,4,5,2,1,3,8,3,1,4,2,2,3,5,98,98,5,5,98,98,1,1,5, , , ,1945,2,2,2,3,5,4,1,1,1,45,2,1,1,5,2,2,2,11/23/2019 22:41:35,11/23/2019 22:50:05
1036844865,0.287493214641619,1,9,9,1,5,2,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,4,16,3,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,2,4,3,5,1,1,2,8,8,3,2,4,2,2,3,5,98,98,5,11,98,98,1,1,5, , , ,1960,2,1,6,5,1,10,4,3,1,45,2,2,1,2,2,2,6,11/23/2019 22:52:36,11/23/2019 22:57:46
1038969387,0.460061436726962,1,9,9,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,4,6,1,998,998,998,2,998,1,998,998,998,998,998,998,998,998,998,998,998,998,5,1,4,3,2,2,2,3,3,3,1,2,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1975,1,1,3,4,1,4,1,1,1,45,2,1,11,6,2,4,7,11/23/2019 22:44:48,11/23/2019 22:58:11
1038804391,0.6120161641247,1,9,9,1,6,3,3,2,6,1,3,6,3,5,3,5,4,6,2,1,4,3,4,2,4,998,1,6,5,998,3,998,998,998,998,998,998,7,998,4,2,998,998,1,2,5,4,3,1,1,3,3,3,1,1,2,2,3,5,98,98,98,5,98,5,1, , , , , ,1961,1,1,4,3,5,2,1,2,1,45,1,1,9,6,2,4,7,11/23/2019 23:07:59,11/23/2019 23:13:51
1038572803,1.22770142499151,1,9,9,1,6,2,4,4,5,6,6,6,6,2,6,6,1,6,6,2,6,2,4,13,3,998,4,10,998,998,998,7,998,998,6,998,3,1,8,9,2,998,5,4,5,3,1,2,1,2,3,3,8,1,1,1,2,3,5,98,98,5,5,98,98,1,1,5, , , ,1972,2,2,4,1,1,8,1,2,1,45,2,2,1,5,1,1,3,11/23/2019 23:11:54,11/23/2019 23:22:05
1037770241,0.0934887400559834,1,9,9,1,2,1,1,3,3,2,5,2,3,6,1,3,1,3,2,1,1,4,4,13,1,8,2,998,998,9,998,5,4,10,998,998,7,1,6,998,3,998,998,2,4,5,1,3,2,1,3,1,3,2,3,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1981,2,3,5,1,2,97,3,8,7,45,3,2,12,1,1,1,1,11/23/2019 23:17:12,11/23/2019 23:25:32
1038541373,0.490678852362798,1,9,9,1,1,3,4,4,1,1,2,4,4,2,1,2,1,4,4,1,4,1,4,6,2,2,998,998,998,6,1,7,998,998,998,998,998,3,998,998,5,998,4,5,1,3,2,4,1,2,3,3,2,3,1,1,2,3,5,5,5,5,5,98,98,1,1,5,1,1,5,1960,2,1,4,1,1,9,1,2,1,45,3,1,11,6,2,3,6,11/23/2019 23:20:07,11/23/2019 23:25:36
1038949945,4.66142650792632,1,9,9,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,1,8,3,5,9,998,998,7,998,998,1,4,2,998,8,998,10,998,6,3,998,5,3,4,1,2,1,1,2,2,1,1,1,1,3,3,5,98,98,98,98,98,98,1, , , , , ,1978,1,2,2,5,1,2,1,1,2,45,1,4,3,2,1,1,2,11/23/2019 23:41:25,11/23/2019 23:46:01
1038805095,0.46777679760505,1,9,9,1,2,1,3,2,2,2,3,2,2,2,3,3,4,3,2,2,3,2,4,2,4,3,1,10,8,6,4,998,5,998,9,2,998,998,998,998,998,998,7,1,3,2,5,4,2,1,3,3,3,1,2,1,2,3,5,5,5,5,5,98,98,1,1,5,1,1,5,1948,2,1,6,1,5,12,1,1,1,45,3,1,1,1,1,1,1,11/23/2019 23:49:47,11/24/2019 00:03:16
1038849805,1.19031354123989,1,9,9,2,6,2,4,2,6,5,6,6,6,2,2,6,2,6,6,1,5,5,4,2,4,998,1,998,4,998,998,998,998,998,998,998,998,2,998,998,3,998,998,1,5,4,2,3,2,1,8,2,1,1,5,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1978,2,2,5,1,1,3,1,2,7,45,2,2,1,3,1,1,1,11/24/2019 00:01:35,11/24/2019 00:10:54
1038998413,0.798546171607418,1,9,9,1,4,1,6,2,2,2,2,4,3,2,2,2,2,4,1,1,2,2,4,15,3,998,3,998,8,998,5,9,998,998,7,998,998,4,998,1,2,10,6,1,5,4,3,2,1,1,3,3,3,3,5,3,1,3,5,5,98,5,5,98,98,1,1,5,1,1,5,1984,2,2,5,2,1,11,1,1,1,45,1,1,1,2,1,1,1,11/24/2019 00:08:27,11/24/2019 00:22:19
1038990703,0.177660535337066,1,9,9,2,3,2,3,2,3,2,2,3,4,2,2,2,2,6,1,2,4,2,4,15,4,998,998,998,3,998,998,998,998,998,998,2,998,998,998,1,998,998,998,1,2,4,5,3,1,1,3,3,3,1,1,1,2,3,5,98,5,5,5,98,98,1,1,5,1,1,5,1948,1,1,6,1,5,10,3,4,1,45,3,1,10,6,2,4,7,11/24/2019 00:23:05,11/24/2019 00:28:13
1038877003,0.833428527838814,1,9,9,1,6,1,2,1,6,2,1,6,6,3,2,2,1,6,2,1,2,1,4,2,4,998,2,5,998,998,6,7,998,998,998,998,998,4,998,998,1,998,3,2,4,5,3,1,1,2,3,2,3,1,5,2,1,3,5,5,5,5,5,98,98,1,1,5,1,1,5,1987,2,2,6,5,1,5,1,1,1,45,1,1,11,3,2,2,2,11/23/2019 23:38:16,11/24/2019 00:34:56
1038968915,0.181174238051517,1,9,9,2,6,4,5,5,6,5,5,5,6,5,6,6,1,6,6,4,6,5,2,13,3,8,998,3,5,10,7,6,4,998,998,998,998,1,998,998,998,9,2,3,2,4,1,5,2,1,8,3,3,3,4,1,4,3,98,98,98,98,98,98,98,1, , , , , ,1980,2,2,3,1,7,6,3,4,7,45,3,3,11,6,1,1,2,11/23/2019 23:00:41,11/24/2019 00:42:46
1038862891,0.396772354738343,1,9,9,1,6,4,1,2,6,3,3,6,1,3,2,6,4,6,2,3,6,3,2,3,2,998,998,1,3,998,998,998,998,2,998,998,998,998,998,4,998,998,998,997,997,997,997,997,5,2,3,3,3,2,2,1,2,3,5,98,5,5,5,98,5,1,1,5,1,2,5,1963,1,1,5,1,1,13,2,6,2,45,4,2,2,5,2,3,1,11/24/2019 00:48:27,11/24/2019 00:56:33
1038862737,0.973938815240981,1,9,9,1,3,2,3,2,3,2,2,3,4,2,2,2,2,3,3,2,3,2,4,16,3,998,3,998,6,998,4,5,998,998,8,9,10,2,998,998,1,998,7,3,4,5,2,1,2,2,3,3,3,2,2,1,4,3,98,98,98,98,98,98,98,1, , , , , ,1976,1,2,5,1,1,7,1,2,1,45,2,2,1,2,2,2,2,11/24/2019 00:47:41,11/24/2019 01:02:42
1038477093,3.86257189609204,1,9,9,1,3,1,4,1,4,2,3,4,3,1,1,2,2,4,4,1,3,3,4,16,2,998,2,998,3,998,7,998,998,998,4,6,998,5,998,998,1,998,998,2,5,3,4,1,2,1,3,3,3,1,2,1,2,3,11,11,11,11,11,98,98,1,1,5, , , ,1959,1,2,3,1,5,8,1,2,1,45,2,1,1,6,2,2,6,11/24/2019 00:48:43,11/24/2019 01:05:44
1036541265,0.810549568641973,1,9,9,1,5,1,5,2,5,5,4,6,5,2,5,4,2,5,2,1,5,5,4,2,4,998,1,998,6,998,998,998,998,9,3,7,998,4,998,5,2,8,10,1,5,3,4,2,1,1,3,8,1,1,5,3,1,3,5,98,5,5,5,98,98,1,1,5,1,1,5,1955,2,2,4,5,6,97,1,2,1,45,3,2,1,1,1,1,1,11/24/2019 01:15:44,11/24/2019 01:21:45
1036804105,0.931734612382037,1,9,9,1,2,1,3,1,2,2,2,2,3,3,2,2,1,5,2,1,3,2,4,4,3,998,2,9,4,998,6,10,998,998,998,7,8,5,998,3,1,998,998,2,4,5,3,1,1,2,8,3,3,8,2,1,2,3,5,98,98,98,5,5,98,1,1,5,1,2,5,1947,1,1,6,1,1,7,3,3,1,45,3,1,1,4,2,2,3,11/23/2019 02:36:48,11/24/2019 02:03:18
1038850265,1.19996472243105,1,9,9,1,4,1,4,4,4,4,4,4,4,4,4,4,2,4,6,3,4,4,4,2,4,998,1,6,8,998,998,4,7,5,9,998,998,2,998,998,3,10,998,1,5,4,2,3,5,1,3,3,3,8,4,2,1,3,5,98,98,5,5,98,98,1,1,5,1,1,5,1957,2,2,5,1,2,9,1,2,1,45,3,2,1,2,1,1,1,11/24/2019 01:55:14,11/24/2019 02:05:03
1038819953,0.675551128854864,1,9,9,1,5,2,2,2,5,2,5,5,5,1,5,5,4,5,5,2,5,4,4,10,2,998,3,6,4,998,2,998,998,998,1,998,998,7,998,998,5,998,998,3,2,1,5,4,2,2,3,3,3,1,4,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1977,2,1,6,1,1,10,1,2,1,45,3,1,4,6,2,4,4,11/24/2019 02:41:25,11/24/2019 03:04:31
1038646597,1.02580415869215,1,9,9,1,6,1,6,6,6,6,6,5,6,4,6,6,3,6,6,6,6,6,4,2,3,998,1,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,998,998,1,1,3,3,3,3,4,2,2,3,5,98,98,5,5,98,98,1,1,5,1,1,5,1983,2,2,3,5,2,1,1,1,1,45,3,2,11,2,2,1,3,11/24/2019 03:01:12,11/24/2019 03:05:48
1038014131,2.98427260309636,1,9,9,1,6,1,6,6,6,6,6,6,6,6,6,6,2,6,1,5,6,6,4,19,2,6,2,998,7,998,998,10,998,998,5,998,998,3,8,1,4,998,9,1,5,3,4,2,4,1,8,3,8,2,5,3,8,8,98,98,98,98,98,98,98,8, , , , , ,1970,2,2,2,4,6,1,1,1,1,45,6,3,1,6,2,2,3,11/24/2019 03:07:07,11/24/2019 03:14:36
1038820177,0.798446521831052,1,9,9,1,2,1,3,2,3,1,3,3,4,2,1,3,3,3,3,1,3,2,4,2,4,6,1,998,8,998,4,9,998,998,5,2,998,10,998,998,3,998,7,1,2,4,5,3,2,1,3,3,3,1,2,1,2,3,7,98,9,9,9,98,98,1,1,5,1,1,5,1954,1,1,2,1,5,7,1,1,1,45,1,1,9,6,2,4,7,11/24/2019 03:11:26,11/24/2019 03:21:57
1037936089,0.944708385415503,1,9,9,1,4,4,4,2,4,2,4,4,4,1,3,4,2,4,4,1,4,2,4,10,3,998,9,998,3,998,5,8,10,998,1,6,998,4,998,998,2,998,7,5,4,1,3,2,2,2,3,3,3,2,1,1,2,3,5,5,98,5,98,98,98,1,1,5,1,1,5,1983,2,1,5,1,7,6,1,1,1,45,1,1,10,3,2,3,7,11/24/2019 03:49:02,11/24/2019 03:57:33
1038754765,0.924191088650662,1,9,9,1,3,2,3,2,2,2,2,4,4,2,1,3,3,3,3,2,4,2,4,11,2,998,4,998,5,2,8,7,998,998,1,3,998,10,998,998,6,998,9,2,4,1,5,3,3,1,3,3,3,3,1,1,1,3,5,5,5,5,5,5,98,1,1,5, , , ,1957,1,1,6,4,1,8,1,1,1,45,2,1,1,2,2,1,3,11/24/2019 03:57:46,11/24/2019 04:03:18
