caseid,weight,votereg,Q2,Q3a,Q3b,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10,Q12,Q18_1,Q18_2,Q18_3,Q18_6,Q21,Q22,tsmart_voter_score,tsmart_pid,tsmart_G2016_vote_type,tsmart_P2016_vote_type,tsmart_P2014_vote_type,tsmart_G2014_vote_type,tsmart_G2012_vote_type,tsmart_P2012_vote_type,tsmart_PP2012_vote_type,tsmart_match_status,tsmart_G2018,tsmart_G2018_vote_type,tsmart_P2018,tsmart_P2018_party,tsmart_P2018_vote_type,birthyr,gender,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputstate,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1039065431,2.08085906892406,1,9,9,1,6,2,4,6,3,6,6,6,6,6,6,6,3,6,6,4,2,6,4,2,4,6,1,998,8,9,998,998,10,998,998,4,998,998,5,998,3,2,7,1,4,3,5,2,1,1,3,3,3,1,1,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1970,1,1,5,1,1,3,1,1,6,45,3,2,1,6,1,4,6,11/24/2019 10:02:45,11/24/2019 10:21:31
1039154529,1.13717161507759,1,9,9,1,5,2,5,2,5,5,5,5,5,2,5,5,1,5,2,2,5,5,5,13,5,998,3,9,8,998,6,998,998,998,4,10,998,1,998,5,2,7,998,3,5,4,1,2,4,3,8,3,3,2,5,2,2,3,5,98,98,98,5,98,98,1,1,5,1,1,5,1969,2,2,4,1,7,3,1,2,1,45,4,3,12,1,1,1,1,11/24/2019 11:20:00,11/24/2019 11:33:33
1038741793,0.53054888147253,1,9,9,1,3,1,3,2,3,3,3,3,4,3,1,3,2,6,2,2,4,2,4,2,4,10,1,6,8,9,998,998,998,998,4,2,998,998,998,5,3,998,7,1,998,2,998,3,4,1,1,3,1,1,2,1,1,3,5,98,5,5,5,98,98,1,1,5, , , ,1933,2,1,5,1,5,5,1,1,1,45,1,1,1,5,2,3,7,11/24/2019 11:29:38,11/24/2019 11:39:47
1039154515,1.22770142499151,1,9,9,2,6,1,6,6,6,6,5,5,6,6,6,6,1,6,1,5,6,5,3,2,3,998,1,998,998,998,998,998,998,998,998,998,998,2,998,3,998,998,998,1,3,5,2,4,3,1,3,3,1,2,5,3,8,8,98,98,98,98,98,98,98,8, , , , , ,1969,2,2,3,2,6,97,5,3,1,45,6,2,11,2,2,1,8,11/24/2019 12:10:24,11/24/2019 12:26:50
1037408445,0.908058098325065,1,9,9,1,4,3,3,3,6,1,3,3,4,3,3,3,3,3,3,3,3,3,4,6,1,998,998,9,10,998,1,998,7,998,5,998,2,8,998,3,4,998,6,3,1,2,4,5,1,1,3,3,3,1,2,2,3,3,98,98,98,5,98,98,98,1,1,5, , , ,1952,1,1,3,3,1,5,1,1,7,45,3,1,1,4,2,2,3,11/24/2019 12:48:28,11/24/2019 12:56:05
1036856231,0.675551128854864,1,9,9,1,6,3,4,2,6,1,2,5,4,2,2,6,3,6,5,1,3,2,4,6,2,998,6,998,4,998,1,998,998,998,5,3,998,998,998,998,2,998,998,4,1,3,5,2,1,2,1,2,2,2,1,1,2,3,5,5,5,5,5,98,98,1,1,5,1,1,5,1978,2,1,6,1,2,11,1,1,1,45,1,1,1,3,2,2,1,11/24/2019 03:42:43,11/24/2019 13:03:24
1039122399,0.226735589081354,1,9,9,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,19,5,9,1,8,6,998,10,998,5,998,998,998,7,4,998,2,3,998,998,997,997,997,997,997,5,4,4,8,8,4,5,3,3,3,5,98,98,98,98,98,98,1,1,5,1,2,5,1958,1,1,2,1,1,4,2,6,2,45,3,7,1,5,2,2,6,11/24/2019 13:02:43,11/24/2019 13:09:07
1038989143,3.69812446862435,1,9,9,1,5,1,5,2,5,5,3,3,5,4,2,5,2,5,1,2,5,2,4,2,3,998,1,998,4,7,998,998,9,10,998,8,998,3,998,2,5,998,6,1,4,5,2,3,2,1,3,3,3,3,2,2,2,3,5,98,98,5,5,98,98,1,1,5, , , ,1974,2,2,2,6,1,7,1,1,1,45,4,2,11,2,2,1,1,11/24/2019 13:17:56,11/24/2019 13:21:54
1039205715,0.112430437628738,1,9,9,1,6,4,4,5,5,5,5,5,5,2,5,6,4,5,6,4,6,6,3,10,5,998,998,7,998,8,9,998,6,3,1,2,998,998,5,10,998,998,4,5,2,1,4,3,3,2,1,8,3,8,5,1,2,3,5,98,5,5,5,5,5,1,1,5,1,2,5,1946,1,6,5,6,5,4,4,4,2,45,3,2,12,6,2,2,1,11/24/2019 13:04:08,11/24/2019 13:29:14
1039236269,2.08085906892406,1,9,9,2,6,2,2,2,6,1,2,6,2,2,2,6,2,6,2,2,6,2,4,6,5,998,4,7,6,998,1,998,998,10,9,8,998,2,998,3,5,998,998,3,1,5,2,4,1,2,8,3,3,2,1,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1964,1,1,5,6,7,5,1,2,1,45,2,2,10,5,2,4,7,11/24/2019 14:26:15,11/24/2019 14:33:17
1039217701,1.50551503109026,1,9,9,2,5,3,5,5,6,2,5,6,6,3,5,5,1,5,6,2,5,5,4,13,4,998,4,10,6,998,5,998,998,7,3,998,9,1,998,998,2,998,8,3,5,4,1,2,2,2,3,3,3,1,5,3,1,3,5,98,11,11,11,98,98,1,1,5,1, ,11,1994,1,2,3,5,1,97,3,4,1,45,3,3,1,3,1,2,1,11/24/2019 14:38:25,11/24/2019 14:44:42
1039208363,0.490678852362798,1,9,9,1,2,2,3,1,6,1,2,3,4,1,3,6,2,6,2,1,4,1,4,16,3,8,7,998,4,998,2,5,998,998,3,9,998,10,998,998,1,998,6,4,3,2,5,1,2,2,1,2,3,1,1,1,1,3,5,98,5,5,5,98,98,1,1,5,1,1,5,1958,2,1,3,3,6,3,1,1,1,45,2,1,1,5,1,2,1,11/24/2019 14:36:24,11/24/2019 14:54:19
1037129751,0.123959578554849,1,9,9,1,5,4,4,4,6,2,3,2,2,4,2,4,4,6,4,4,4,4,2,11,3,998,998,998,998,998,1,998,3,4,998,2,998,998,998,998,998,998,998,998,1,998,998,998,5,4,3,3,3,3,4,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1950,2,1,5,1,9,9,3,4,6,45,3,1,2,5,2,2,3,11/24/2019 14:39:09,11/24/2019 14:54:35
1038835961,0.397037223632281,1,9,9,1,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,5,6,6,2,13,2,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,2,998,998,998,998,998,1,998,2,3,3,1,3,2,2,1,3,3,1,98,98,98,1,98,98,1,1,2, , , ,1984,2,1,5,1,1,8,2,6,2,45,4,2,1,2,1,1,2,11/24/2019 14:53:32,11/24/2019 15:04:24
1038904085,2.15913738519308,1,9,9,1,4,2,5,2,4,5,4,4,4,3,5,4,4,3,1,4,4,1,4,15,1,998,3,10,4,998,998,9,998,7,6,998,998,5,998,1,8,998,2,1,4,5,2,3,1,1,1,3,1,2,1,1,1,3,5,98,98,9,7,9,98,1,1,5,1,1,5,1984,2,2,2,5,4,2,1,1,1,45,2,2,11,4,1,1,4,11/24/2019 15:21:07,11/24/2019 15:32:58
1038519115,0.116697520848082,1,9,9,1,6,2,5,4,6,3,4,6,1,2,4,6,3,6,6,4,2,4,2,9,2,998,2,4,10,998,6,998,998,1,8,998,998,7,998,5,9,3,998,2,4,1,3,5,1,1,3,3,3,2,4,2,2,3,5,5,98,98,11,11,98,1,1,5,1,2,5,1956,1,1,3,3,5,4,3,4,2,45,3,1,1,4,1,1,1,11/24/2019 15:37:25,11/24/2019 15:43:56
1039220311,0.460061436726962,1,9,9,1,4,4,4,4,4,4,3,4,1,4,3,4,2,4,4,4,2,2,4,9,3,998,998,998,998,998,998,998,998,1,998,5,998,2,998,998,998,4,3,998,998,998,1,998,5,4,3,3,3,3,1,1,4,3,98,98,98,98,98,98,98,1, , , , , ,1978,1,1,3,1,9,9,1,1,7,45,1,1,11,5,2,4,6,11/24/2019 16:40:00,11/24/2019 16:48:34
1039088779,0.490678852362798,1,9,9,1,3,1,3,2,3,1,3,3,4,2,2,5,3,6,3,2,4,2,4,2,3,998,1,10,3,998,2,998,998,998,5,4,9,7,998,998,6,998,8,1,2,3,5,4,2,1,3,3,3,1,2,1,1,3,5,98,98,5,5,98,98,1,1,5, , , ,1962,2,1,4,1,1,4,3,3,1,45,2,1,1,6,2,3,1,11/24/2019 06:56:08,11/24/2019 17:09:06
1039249363,1.97620802334161,1,9,9,1,5,2,5,2,5,1,2,5,5,2,2,5,4,6,1,2,4,2,4,6,3,998,3,998,998,998,1,998,998,998,5,4,998,998,998,2,6,998,998,2,1,4,5,3,1,1,3,3,3,2,5,1,1,3,5,98,98,5,5,98,98,1,1,5,1,1,5,1947,2,1,5,3,5,6,3,3,1,45,2,2,11,6,2,4,6,11/24/2019 17:48:23,11/24/2019 17:58:31
1037641555,1.68797513693539,1,9,9,1,6,1,4,3,6,5,6,5,6,4,6,5,2,6,2,2,4,6,4,2,2,998,1,998,6,998,5,998,998,998,998,998,998,2,998,4,3,998,998,1,4,5,2,3,2,1,3,3,3,2,3,2,2,1,98,98,98,2,1,98,98,1, , , , , ,1971,2,1,5,1,1,10,1,1,1,45,1,2,1,4,2,2,3,11/24/2019 18:02:09,11/24/2019 18:14:47
1038833837,0.192870699997277,1,9,9,1,5,1,4,2,5,2,5,5,4,2,2,5,2,5,4,1,4,5,4,2,4,998,1,998,5,998,998,998,998,998,4,998,998,3,998,998,2,998,998,1,5,4,3,2,1,1,3,3,3,1,5,3,1,3,5,5,98,5,5,98,98,1,1,5,1,1,5,1973,2,1,6,1,1,9,3,3,1,45,3,1,1,4,2,2,1,11/24/2019 18:25:15,11/24/2019 18:30:34
1038777735,1.35069873427969,1,9,9,1,1,1,2,2,6,1,1,6,4,3,1,6,3,6,1,1,6,1,4,6,2,8,2,998,998,998,1,6,9,998,998,4,10,998,998,7,3,998,5,2,1,4,5,3,2,1,3,3,3,3,1,3,8,8,98,98,98,98,98,98,98,8, , , , , ,1971,1,1,1,1,7,6,3,3,1,45,2,1,1,6,2,1,7,11/24/2019 18:24:25,11/24/2019 18:34:05
1039196985,1.74047624006949,1,9,9,1,6,3,3,4,6,2,4,6,1,4,4,6,2,6,3,3,4,2,3,9,2,998,3,7,998,998,4,998,998,1,998,998,9,5,998,8,6,10,2,1,2,5,3,4,4,1,3,1,2,2,4,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1963,1,1,6,1,4,8,1,2,2,45,2,2,10,5,2,4,6,11/24/2019 18:49:26,11/24/2019 18:57:08
1037712423,0.089194364120817,1,9,9,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,5,2,1,998,998,7,6,8,3,10,998,998,9,998,5,998,998,998,4,1,2,4,3,5,3,1,3,3,1,8,4,2,1,3,5,98,98,5,5,98,98,1,1,5,1,2,5,1952,2,1,6,1,1,9,2,7,2,45,4,1,2,2,2,2,4,11/24/2019 18:56:35,11/24/2019 19:00:08
1038132941,0.805020863799581,1,9,9,1,6,2,5,2,6,5,2,6,4,1,5,1,2,6,2,1,5,2,4,12,4,5,4,998,6,998,8,998,998,998,3,998,1,9,998,10,2,998,7,3,5,2,4,1,3,3,3,3,3,1,2,1,8,8,98,98,98,98,98,98,98,2, , , , , ,1960,2,2,5,1,2,97,3,3,1,45,4,1,1,2,2,1,1,11/24/2019 19:04:29,11/24/2019 19:21:37
1036976715,0.757435114494182,1,9,9,1,5,1,5,5,5,2,2,5,2,3,2,6,4,5,3,3,4,5,4,2,4,998,1,998,2,998,3,4,998,998,998,5,998,998,998,998,998,998,998,1,3,2,5,4,4,1,8,3,3,1,4,2,2,3,5,98,98,5,5,98,98,1,1,5, , , ,1939,1,1,4,1,5,97,3,3,1,45,3,1,11,5,2,4,7,11/24/2019 19:06:34,11/24/2019 19:22:55
1039331165,0.424766232831452,1,9,9,1,6,4,4,4,6,4,4,6,4,4,4,4,4,6,4,4,4,4,1,98,8,5,998,998,998,6,998,998,4,2,10,9,8,998,7,998,998,1,3,997,997,997,997,997,5,4,8,4,8,4,4,2,1,3,5,5,98,5,5,98,98,1,1,5,1,2,5,1941,2,1,2,4,5,3,2,7,2,45,5,1,2,5,1,1,1,11/24/2019 19:13:37,11/24/2019 19:27:15
1039290937,0.130523917608482,1,9,9,2,5,3,2,3,5,2,2,5,2,2,3,2,2,5,1,3,3,3,4,15,4,998,3,4,9,998,5,10,998,7,6,8,998,2,998,1,998,998,998,2,4,3,1,5,4,1,2,3,3,1,2,1,3,3,9,98,98,98,98,98,98,1,1,5, , , ,1964,1,1,5,1,9,10,3,5,3,45,3,1,1,4,2,3,5,11/24/2019 19:38:23,11/24/2019 19:45:35
1039027955,1.99992416520279,1,9,9,2,6,1,1,1,2,1,6,1,1,1,1,6,2,1,6,1,6,2,4,2,1,998,1,7,8,998,998,3,998,4,10,9,998,5,998,998,2,998,6,1,5,3,4,2,2,3,3,2,3,2,3,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1982,2,2,2,5,2,1,3,3,7,45,3,3,11,2,2,1,3,11/24/2019 19:55:11,11/24/2019 20:03:15
1039185283,2.05770520989419,1,9,9,1,6,3,2,2,6,4,2,6,3,3,2,6,2,6,3,3,4,1,4,18,3,998,998,998,998,998,998,4,998,998,998,3,998,2,998,998,998,998,1,998,998,998,1,998,5,4,3,3,2,1,2,3,8,8,98,98,98,98,98,98,98,8, , , , , ,1982,2,1,2,1,7,10,1,1,1,45,2,2,10,6,2,4,1,11/24/2019 20:35:36,11/24/2019 20:46:00
1038715541,0.54377374743034,1,9,9,1,4,1,4,2,3,4,4,3,4,1,4,4,2,4,4,2,3,4,4,2,2,6,1,998,4,998,998,998,998,7,2,10,998,5,998,9,3,8,998,1,5,2,4,3,2,1,3,3,3,2,2,2,1,3,5,5,98,5,5,98,98,1,1,5,1,1,5,1958,2,2,4,5,1,4,1,1,1,45,4,1,1,2,1,1,1,11/24/2019 20:50:12,11/24/2019 20:56:54
1039407169,0.301328566500655,1,9,9,1,2,1,2,2,1,3,3,3,3,2,3,3,1,3,1,1,3,1,4,13,4,998,1,2,6,9,10,998,998,998,8,998,998,3,998,5,4,998,7,1,5,4,3,2,1,1,3,3,1,1,1,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1988,1,2,2,1,7,5,3,4,1,45,3,1,12,2,1,3,2,11/24/2019 20:58:47,11/24/2019 21:22:43
1039140711,0.264464443163608,1,9,9,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,4,13,3,7,2,6,4,998,3,998,998,8,5,998,9,1,998,998,10,998,998,1,2,4,3,5,4,1,3,3,3,1,4,2,5,8,98,98,98,98,98,98,98,1, , , , , ,1959,1,2,6,3,1,7,3,4,1,45,3,1,1,2,1,1,2,11/24/2019 21:38:38,11/24/2019 22:02:31
1039305015,0.087723220808436,1,9,9,1,3,4,5,4,4,4,3,4,1,4,4,6,1,6,4,4,2,2,4,9,3,998,998,998,998,998,998,998,998,1,998,998,998,2,998,998,998,4,3,998,998,998,1,998,5,4,3,3,3,2,1,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1976,1,1,4,2,2,2,3,4,4,45,1,1,9,6,2,4,7,11/24/2019 21:54:11,11/24/2019 22:05:04
1039193965,0.380615268433164,1,9,9,1,6,1,3,5,6,1,4,6,4,3,2,5,3,6,2,1,4,2,4,2,4,998,2,998,998,998,1,998,998,998,3,998,998,998,998,5,4,998,6,3,1,4,5,2,3,3,3,3,3,1,2,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1956,1,3,4,1,1,10,1,1,1,45,1,1,10,6,2,4,7,11/24/2019 22:19:09,11/24/2019 22:30:33
1039345413,4.7488912398609,1,9,9,1,6,4,5,5,6,1,5,6,5,2,2,5,2,6,3,2,5,6,4,6,2,998,998,998,998,998,1,998,998,998,3,998,998,4,998,5,2,998,998,5,1,3,4,2,1,2,3,3,3,2,2,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1993,2,1,2,5,7,3,1,1,7,45,1,2,10,6,2,4,7,11/24/2019 22:41:57,11/24/2019 22:46:46
1039291545,3.7150618195018,1,9,9,1,5,2,2,1,2,1,1,2,2,2,1,6,1,5,2,1,3,2,4,11,2,998,998,998,2,998,4,3,998,8,10,1,998,5,998,9,6,998,7,5,1,4,3,2,2,2,3,3,3,2,2,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1997,2,1,3,5,2,7,3,3,1,45,3,2,2,3,2,2,6,11/24/2019 16:09:42,11/24/2019 22:50:47
1039345077,2.55115653782492,1,9,9,1,1,1,1,2,3,2,2,2,4,2,1,6,2,6,2,2,3,2,4,2,4,3,1,5,998,998,9,6,998,998,998,2,998,7,998,4,8,998,10,1,2,5,4,3,4,1,2,1,1,1,5,2,1,3,5,5,5,5,5,98,5,1,1,5,1,1,5,1950,1,1,5,1,5,6,3,3,1,45,3,2,1,2,2,1,3,11/24/2019 23:50:37,11/25/2019 00:00:14
1039261373,0.684528229912132,1,9,9,1,3,2,4,2,6,3,3,3,4,4,3,2,2,6,3,2,3,1,4,18,2,998,3,998,4,998,7,8,998,998,10,6,998,5,998,9,2,998,1,2,4,5,3,1,1,3,3,3,3,2,1,1,1,3,5,98,98,5,5,98,5,1,1,5,1,1,5,1969,1,1,5,1,1,8,1,1,1,45,2,1,1,5,2,3,5,11/25/2019 00:16:40,11/25/2019 00:23:45
1039217915,3.86257189609204,1,9,9,1,5,1,5,2,6,5,5,5,4,2,5,2,5,5,1,2,6,6,4,2,4,998,1,6,5,998,998,10,8,998,3,4,9,998,7,2,998,998,998,1,4,2,5,3,4,1,2,3,8,1,5,3,1,3,5,98,5,5,5,98,98,1,1,5,1,1,5,1957,1,2,3,1,1,9,3,3,1,45,3,1,12,2,2,2,1,11/25/2019 00:57:49,11/25/2019 01:07:09
1039442225,1.10634975335205,1,9,9,1,3,2,3,2,3,4,3,3,4,3,3,3,2,3,4,2,6,3,4,13,3,998,3,998,5,998,998,998,998,998,998,998,998,1,998,4,2,998,998,2,5,4,1,3,1,1,3,3,8,3,4,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1953,2,2,2,4,6,97,1,1,1,45,1,1,1,4,2,2,3,11/25/2019 00:42:09,11/25/2019 01:25:37
1039161219,7.07333363634687,1,9,9,1,4,6,6,6,5,6,4,6,5,6,6,6,2,5,6,6,6,5,4,13,4,8,2,998,7,998,998,998,998,998,6,998,4,1,10,998,5,3,9,3,2,5,1,4,3,2,1,8,2,2,2,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1993,1,2,5,5,1,3,1,1,7,45,3,3,11,5,2,2,6,11/25/2019 01:19:44,11/25/2019 01:31:56
1038834681,0.145494336902787,1,9,9,2,6,1,2,5,5,2,2,2,6,2,2,5,2,5,2,2,6,6,4,2,4,6,1,998,7,998,9,8,5,10,3,998,998,4,998,998,2,998,998,1,5,4,3,2,1,1,3,3,1,1,8,1,1,3,5,5,5,5,98,98,5,1,1,5,1,1,5,1979,1,1,6,1,1,97,3,4,1,45,3,2,1,3,2,2,2,11/24/2019 01:58:32,11/25/2019 01:45:40
1039219763,1.02405801029509,1,9,9,1,5,1,5,5,6,5,2,5,5,5,5,5,5,5,1,2,5,5,4,2,4,998,1,998,7,998,10,5,8,998,4,998,998,6,998,2,3,9,998,1,5,3,4,2,2,1,3,8,3,1,2,2,1,3,5,98,98,5,5,5,98,1,1,5,1,1,5,1967,2,2,4,3,1,6,1,1,1,45,3,2,1,1,1,1,1,11/25/2019 01:56:27,11/25/2019 02:04:56
1039317337,1.48935389414767,1,9,9,1,6,1,2,2,6,2,2,2,6,2,6,2,2,6,2,2,6,2,4,2,3,998,1,6,8,998,4,9,998,998,2,998,5,998,998,7,3,998,10,1,4,2,5,3,4,1,3,3,3,3,3,2,1,3,5,5,5,5,5,98,98,1, , , , , ,1978,2,2,6,1,1,8,1,1,1,45,1,2,1,3,2,1,1,11/25/2019 00:42:44,11/25/2019 02:54:18
1038550893,0.765828153049208,1,9,9,1,2,3,2,2,3,1,1,4,3,1,1,6,1,3,1,1,2,1,4,13,3,998,998,998,8,998,5,9,998,998,6,7,998,1,998,4,3,10,2,5,3,4,1,2,2,2,3,3,3,2,1,1,5,8,7,98,98,7,7,98,98,1, , , , , ,1974,2,1,5,5,1,7,1,1,1,45,2,1,10,6,2,4,6,11/25/2019 02:22:26,11/25/2019 03:19:53
1039302599,6.356298889288,1,9,9,1,3,1,3,3,4,2,2,4,3,2,3,6,2,4,5,2,5,3,4,2,3,998,1,998,10,998,7,3,998,998,5,8,998,4,998,6,2,998,9,1,5,4,3,2,2,1,3,3,3,2,5,3,1,3,98,98,5,5,11,5,98,1,1,5,1,1,5,1957,1,2,3,1,1,3,1,1,1,45,2,2,1,5,2,3,6,11/25/2019 03:57:08,11/25/2019 04:10:59
1037472931,1.59200649732887,1,9,9,1,6,1,2,2,6,3,2,6,3,1,2,6,2,6,2,1,6,1,4,2,4,998,1,8,5,998,998,10,998,998,4,7,998,9,998,3,2,998,6,1,5,3,4,2,1,1,8,3,3,1,3,2,1,3,5,5,98,5,5,98,98,1,1,5, , , ,1963,1,2,6,1,1,12,1,1,1,45,4,1,1,1,1,1,1,11/25/2019 04:29:09,11/25/2019 04:37:33
1039038325,0.688181689413796,1,9,9,1,5,2,5,5,5,1,2,5,5,2,1,5,5,5,2,1,5,1,4,16,2,998,998,998,998,998,3,998,998,998,998,998,998,998,998,998,1,998,2,3,2,4,5,1,1,2,1,3,3,2,1,1,3,3,5,98,98,98,5,98,98,1,1,5, , , ,1983,2,2,3,5,7,3,1,1,1,45,5,1,1,5,1,1,1,11/24/2019 11:33:57,11/25/2019 11:21:04
1039600807,0.316249367806012,1,9,9,1,4,4,4,4,4,4,4,4,1,4,4,6,4,4,4,4,4,4,1,9,3,3,998,998,998,10,998,2,6,1,998,8,4,998,9,7,998,5,998,997,997,997,997,997,4,4,3,8,3,8,4,1,2,3,5,5,98,5,5,98,98,1,1,5, , , ,1935,1,1,4,6,5,2,3,4,2,45,3,2,2,6,1,1,1,11/25/2019 11:14:48,11/25/2019 11:23:33
1038697773,0.63879738075971,1,9,9,1,6,3,4,2,6,3,1,6,4,1,1,3,3,6,3,1,4,3,4,10,2,998,998,998,998,998,998,4,998,998,1,3,998,998,998,998,2,998,998,2,4,1,5,3,3,2,1,2,3,2,1,1,1,3,5,98,98,5,5,98,98,1,1,5,1,1,5,1964,2,1,5,1,2,8,1,1,1,45,1,1,9,6,2,4,7,11/25/2019 11:19:47,11/25/2019 11:26:23
1039027973,2.02992684216229,1,9,9,2,4,3,3,5,5,3,3,5,4,3,6,3,4,4,6,3,3,4,4,16,5,2,998,998,3,7,10,998,998,998,8,4,9,998,5,1,6,998,998,5,1,3,2,4,4,3,2,3,3,3,4,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1981,2,2,3,5,4,7,1,1,7,45,1,4,9,3,1,2,2,11/25/2019 12:12:43,11/25/2019 12:16:31
1039661573,0.6120161641247,1,9,9,1,3,1,3,3,3,2,3,3,3,2,3,3,2,3,2,2,3,3,4,2,2,998,1,998,998,998,3,998,998,998,2,998,998,4,998,5,6,998,998,1,3,2,4,5,1,1,3,3,3,2,1,2,1,3,5,5,5,5,5,98,5,1,1,5,1,1,5,1962,1,1,3,1,5,5,1,1,1,45,2,1,1,5,1,1,2,11/25/2019 12:32:30,11/25/2019 12:39:45
1038690681,0.123959578554849,1,9,9,2,5,4,3,4,6,2,3,6,2,3,3,5,4,6,4,4,4,4,2,6,2,998,998,998,998,998,1,998,998,2,3,998,4,998,998,998,998,998,998,3,1,2,5,4,2,1,3,3,1,2,4,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1945,2,1,5,1,2,9,4,4,2,45,3,1,1,2,2,1,3,11/23/2019 12:58:13,11/25/2019 12:48:43
1039661427,0.624568054055214,1,9,9,1,4,4,4,2,6,5,6,6,6,1,2,6,3,6,3,2,2,4,4,10,2,998,5,998,2,998,998,998,998,998,1,6,998,7,998,998,4,3,998,3,998,1,4,2,2,2,1,3,3,1,4,2,1,3,5,5,98,5,5,98,98,1,1,5,1,1,5,1951,2,2,3,4,5,2,1,1,1,45,4,2,1,3,2,2,3,11/25/2019 13:00:44,11/25/2019 13:20:09
1039662575,0.130523917608482,1,9,9,1,3,3,5,4,6,4,4,5,3,4,3,6,4,6,6,4,3,4,2,9,2,998,998,998,998,998,998,998,998,1,998,998,998,998,998,998,998,998,998,997,997,997,997,997,5,4,3,3,3,2,4,2,1,3,5,98,98,8,9,9,98,1,1,5,1,2,5,1961,1,1,5,1,5,10,2,6,2,45,4,1,1,3,1,1,1,11/25/2019 13:32:02,11/25/2019 13:41:51
1039220999,0.121804087912484,1,9,9,1,4,1,3,4,3,2,3,4,6,2,4,4,4,4,2,4,4,3,3,2,4,10,1,4,998,998,5,7,998,998,3,6,998,998,998,2,998,9,8,1,2,3,4,5,1,1,2,4,1,4,4,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1958,2,1,5,1,1,7,3,4,6,45,3,1,1,3,2,1,2,11/25/2019 13:53:47,11/25/2019 14:02:49
1039670691,0.624568054055214,1,9,9,2,6,3,6,2,6,6,2,6,6,2,6,6,2,6,5,1,6,5,4,16,3,998,5,998,3,998,998,6,998,998,4,998,998,2,998,998,1,998,998,4,998,3,2,1,4,2,8,3,1,2,2,1,1,3,5,5,5,5,5,5,98,1,1,5, , , ,1941,2,2,4,1,5,4,3,3,1,45,4,2,1,1,1,1,1,11/25/2019 13:03:07,11/25/2019 14:07:08
1039565357,0.6120161641247,1,9,9,1,5,2,3,3,6,1,2,6,3,2,2,6,3,6,2,1,5,2,4,16,1,998,2,4,10,998,3,998,998,998,8,6,998,5,998,7,1,998,9,3,4,5,2,1,2,2,3,3,3,1,2,1,2,3,5,98,5,5,5,98,98,1,1,5,1,1,5,1966,1,1,4,5,5,4,3,3,1,45,3,1,10,6,2,4,7,11/25/2019 14:59:03,11/25/2019 15:05:47
1039708369,3.22184943662575,1,9,9,1,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,3,998,1,5,10,998,7,998,998,998,998,6,998,2,998,4,3,8,9,1,5,4,2,3,1,1,3,2,1,2,2,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1957,2,2,2,3,5,1,1,1,7,45,5,2,11,2,1,2,4,11/25/2019 14:59:02,11/25/2019 15:19:32
1038792463,0.72428644392439,1,9,9,1,4,4,4,2,3,3,2,4,2,3,4,4,1,4,3,2,4,3,4,13,3,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,2,998,998,5,4,3,1,2,2,2,3,3,3,2,1,1,1,3,5,5,5,5,98,98,98,1,1,5,1,1,5,1942,2,1,4,3,5,4,3,3,4,45,1,1,1,5,2,3,6,11/23/2019 16:59:42,11/25/2019 16:06:12
1039748979,1.51776211980138,1,9,9,1,6,2,6,3,3,3,6,6,3,3,6,6,1,6,6,2,6,6,4,13,2,998,3,998,6,998,4,998,998,7,5,998,998,1,998,998,2,998,998,3,4,5,1,2,2,2,3,3,3,2,2,1,2,3,5,5,5,5,5,98,98,1, , , , , ,1992,2,1,5,1,1,8,1,1,1,45,1,1,9,4,2,4,7,11/25/2019 16:17:26,11/25/2019 16:26:02
